,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
1194,31/12/2020,Warrap,Tonj North,Marial Lou Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,25,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1195,31/12/2020,Warrap,Tonj North,Pagakdit Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,5,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1196,31/12/2020,Warrap,Tonj North,Pagol Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,5,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1197,31/12/2020,Warrap,Tonj North,Pankot Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,5,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1198,31/12/2020,Warrap,Tonj North,Rualbet Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,5,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1199,31/12/2020,Warrap,Tonj North,Warrap Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,19,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
1200,31/12/2020,Warrap,Tonj South,Aguka Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1201,30/06/2019,Warrap,Tonj South,Don Bosco Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,1,,No Stockout,No Stockout,Available,1,1,Available,Available,,Available,Available
1202,30/06/2019,Warrap,Tonj South,Idat Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,1,,No Stockout,No Stockout,Available,1,1,Available,Available,,Available,Available
1203,31/12/2020,Warrap,Tonj South,Jak Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
1204,31/12/2020,Warrap,Tonj South,Mabior Yar Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
1205,31/12/2020,Warrap,Tonj South,Malual Muok Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1206,31/12/2020,Warrap,Tonj South,Manyiel-Thonny Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1207,31/12/2020,Warrap,Tonj South,Panakdit Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1208,31/12/2020,Warrap,Tonj South,Pawel Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
1209,31/12/2020,Warrap,Tonj South,Thiet Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,8,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1210,31/12/2020,Warrap,Tonj South,Tonj State Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,18,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1211,31/12/2020,Warrap,Tonj South,Wanh Alel Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
1212,31/12/2020,Eastern Equatoria,Torit,Bur Mutaram Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Available,0,0,Available,Not Available,,Available,Available
1213,31/12/2020,Eastern Equatoria,Torit,Hidonge Ifura Phcu,PHCU,Limited,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
1214,01/01/2019,Eastern Equatoria,Torit,Hidonge Malagit Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,31/12/2020,Eastern Equatoria,Torit,Hilieu Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,12,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1216,31/12/2020,Eastern Equatoria,Torit,Hiyala Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,11,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1217,31/12/2020,Eastern Equatoria,Torit,Ilieu Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
1218,31/12/2020,Eastern Equatoria,Torit,Imurok Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Available,Available
1219,01/01/2019,Eastern Equatoria,Torit,Kalisoni Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,31/12/2020,Eastern Equatoria,Torit,Khormush Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Available,Available
1221,31/12/2020,Eastern Equatoria,Torit,Kudo Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,10,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1222,01/01/2019,Eastern Equatoria,Torit,Longwere Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,31/12/2020,Eastern Equatoria,Torit,Lowoi Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,11,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1224,01/01/2019,Eastern Equatoria,Torit,Malaya Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,31/12/2020,Eastern Equatoria,Torit,Mura Hatiha Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Available,Available
1226,01/01/2019,Eastern Equatoria,Torit,Nyara Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,31/12/2020,Eastern Equatoria,Torit,Nyong Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,14,,No Stockout,No Stockout,Available,2,1,Available,Not Available,,Available,Available
1228,31/12/2020,Eastern Equatoria,Torit,Offi Phcu,PHCU,Limited,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
1229,06/11/2020,Eastern Equatoria,Torit,Offiri Phcu,PHCU,Non-Functional,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Not Available,,Not Available,Not Available
1230,31/12/2020,Eastern Equatoria,Torit,Ofiriha Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Not Available,Available
1231,31/12/2020,Eastern Equatoria,Torit,Oguruny Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Available,Available
1232,31/12/2020,Eastern Equatoria,Torit,Ohila Phcu,PHCU,Limited,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Available
1233,31/12/2020,Eastern Equatoria,Torit,Olere Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Available
1234,31/12/2020,Eastern Equatoria,Torit,Oronyo Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,9,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1235,31/12/2020,Eastern Equatoria,Torit,Tirangore Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Not Available,0,0,Available,Available,,Available,Available
1236,31/12/2020,Eastern Equatoria,Torit,Torit Civil Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,63,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1237,31/12/2020,Warrap,Twic,Ajak Kuach Hospital,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1238,31/12/2020,Warrap,Twic,Ajong Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1239,31/12/2020,Warrap,Twic,Akak Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,3,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1240,31/12/2020,Warrap,Twic,Akoc Hospital,PHCU,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,3,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1241,31/12/2020,Warrap,Twic,Anyiel Kuac Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1242,31/12/2020,Warrap,Twic,Aweng Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,4,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1243,14/08/2020,Warrap,Twic,Ayien Amuol Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Not Available,,Not Available,Not Available
1244,31/12/2020,Warrap,Twic,Bulyom Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
1245,31/12/2020,Warrap,Twic,Dhiau Agal Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Available,Not Available
1246,30/06/2020,Warrap,Twic,Mading Luit Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Not Available,Not Available,Not Available,Available
1247,31/12/2020,Warrap,Twic,Magak Phcc,PHCU,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,4,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
1248,31/12/2020,Warrap,Twic,Majak Pagai Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
1249,31/12/2020,Warrap,Twic,Majook Noon Phcc,PHCU,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,3,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
1250,31/12/2020,Warrap,Twic,Malou-Hol Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1251,31/12/2020,Warrap,Twic,Maper Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1252,31/12/2020,Warrap,Twic,Marial Maper Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
1253,31/12/2020,Warrap,Twic,Mayen Abun Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,6,,No Stockout,No Stockout,Available,2,1,Not Available,Available,,Available,Available
1254,31/12/2020,Warrap,Twic,Molbang Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1255,31/12/2020,Warrap,Twic,Mother Teresa Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,40,,Recent Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
1256,13/08/2020,Warrap,Twic,Pagai Anyuon Phcc,PHCC,Moderate,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,7,Recent Stockout,No Stockout,No Stockout,Available,2,,Not Available,Available,,Not Available,Not Available
1257,31/12/2020,Warrap,Twic,Pan-Nyok Phcc,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1258,30/06/2020,Warrap,Twic,Panabei Awutdeng Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,,,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Available,Not Available,Not Available,Available
1259,31/12/2020,Warrap,Twic,Pandit Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1260,31/12/2020,Warrap,Twic,Titchok Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
1261,31/12/2020,Warrap,Twic,Toch Noon Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Available,Not Available
1262,31/12/2020,Warrap,Twic,Tuele Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
1263,31/12/2020,Warrap,Twic,Turalei Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,3,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1264,31/12/2020,Warrap,Twic,Wunrok Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
1265,31/12/2020,Warrap,Twic,Yiik Thon Phcc,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Available,Not Available
1266,31/12/2020,Jonglei,Twic East,Khiir Phcu,PHCU,Moderate,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,2,No Stockout,No Stockout,No Stockout,Available,4,2,Available,Available,Available,Available,Available
1267,01/01/2019,Jonglei,Twic East,Kiir Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,31/12/2020,Jonglei,Twic East,Kongor Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,6,No Stockout,No Stockout,No Stockout,Available,8,2,Available,Available,Available,Available,Available
1269,31/12/2020,Jonglei,Twic East,Maar Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,6,No Stockout,No Stockout,No Stockout,Available,4,3,Available,Available,Available,Available,Available
1270,01/01/2019,Jonglei,Twic East,Pakuor Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,31/12/2020,Jonglei,Twic East,Palieu Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,6,No Stockout,No Stockout,No Stockout,Available,5,1,Available,Available,Available,Available,Available
1272,31/12/2020,Jonglei,Twic East,Panyagor County Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,7,No Stockout,No Stockout,No Stockout,Available,16,5,Available,Available,Available,Available,Available
1273,31/12/2020,Jonglei,Twic East,Patiou Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,6,No Stockout,No Stockout,No Stockout,Available,7,2,Available,Available,Available,Available,Available
1274,01/01/2019,Jonglei,Twic East,Paweel Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,01/01/2019,Jonglei,Twic East,Pongborong Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,31/12/2020,Jonglei,Twic East,Wangulei Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,3,No Stockout,No Stockout,No Stockout,Available,5,2,Not Available,Available,Available,Available,Available
