,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
392,31/12/2020,Eastern Equatoria,Ikotos,Okorohore Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
393,31/12/2020,Eastern Equatoria,Ikotos,St Theresa Isohe Mission Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,22,,Recent Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
394,31/12/2020,Eastern Equatoria,Ikotos,Tseretenya Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
395,31/12/2020,Central Equatoria,Juba,Aru Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,3,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
396,01/01/2019,Central Equatoria,Juba,Bilingi Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,01/01/2019,Central Equatoria,Juba,Bilinyang Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,31/12/2020,Central Equatoria,Juba,Bungu Phcu,PHCU,Moderate,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,,Recent Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
399,31/12/2020,Central Equatoria,Juba,El-Sabah Children Hospital,Hospital,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Not Available,110,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
400,01/01/2019,Central Equatoria,Juba,Ganji Phcc,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,09/12/2020,Central Equatoria,Juba,Ghabat Phcc,PHCC,Moderate,Available,,,,,Not Available,Not Available,Available,,,,,,,,,,,,,,,,3,,No Stockout,No Stockout,,,,,Available,,Available,Not Available
402,31/12/2020,Central Equatoria,Juba,Gimora Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,Recent Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
403,31/12/2020,Central Equatoria,Juba,Gondokoro Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,,Recent Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
404,31/12/2020,Central Equatoria,Juba,Gorom Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,7,No Stockout,Recent Stockout,No Stockout,,26,0,Available,Available,Available,Not Available,Available
405,31/12/2020,Central Equatoria,Juba,Gudele Block 4 Phcu,PHCU,Moderate,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,6,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Available,Available
406,01/01/2019,Central Equatoria,Juba,Gudele Surgical Home Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,31/12/2020,Central Equatoria,Juba,Gumbo Phcu,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,24,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
408,31/12/2020,Central Equatoria,Juba,Gureyi Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,43,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
409,31/12/2020,Central Equatoria,Juba,Hai Jebel Phcu,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,25,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
410,31/12/2020,Central Equatoria,Juba,Ilyangiri Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
411,30/06/2020,Central Equatoria,Juba,Imc Un House Clinic 1,PHCC,Moderate,,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,,No Stockout,No Stockout,No Stockout,Available,,,Available,Available,Available,Available,Available
412,30/06/2020,Central Equatoria,Juba,Imc Un House Clinic 3,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,,No Stockout,No Stockout,No Stockout,Available,,,Available,Available,Available,Available,Available
413,01/01/2019,Central Equatoria,Juba,Jalite Gikokue Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,31/12/2020,Central Equatoria,Juba,Juba Military Hospital,Hospital,Limited,Not Available,,Not Available,,,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Available,Not Available,Not Available,,,,,,,,,,No Stockout,,,,,,,Available,
415,30/06/2020,Central Equatoria,Juba,Juba Poc Ert,PHCC,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No Stockout,No Stockout,No Stockout,Available,,,Available,Available,Available,Available,Available
416,31/12/2020,Central Equatoria,Juba,Juba Teaching Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,167,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
417,01/01/2019,Central Equatoria,Juba,Kagwada Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,31/03/2020,Central Equatoria,Juba,Karpeto Phcu,PHCU,Non-Functional,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,Recent Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
419,31/12/2020,Central Equatoria,Juba,Kator Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,41,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Not Available
420,31/12/2020,Central Equatoria,Juba,Khor Romula/Jenduru Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Available,Not Available,5,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
421,31/12/2020,Central Equatoria,Juba,Kimu Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,19,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
422,01/01/2019,Central Equatoria,Juba,Krot Nyumbo Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,31/12/2020,Central Equatoria,Juba,Kubi Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
424,31/12/2020,Central Equatoria,Juba,Kuda Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
425,01/01/2019,Central Equatoria,Juba,Kuli Papa Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,31/12/2020,Central Equatoria,Juba,Kworijik Phcu,PHCU,Moderate,Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,3,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Available,Available
